ticket_id,ticket_text,predicted_category,confidence,reasoning,escalate_flag,suggested_reply,true_category,true_escalate
TKT-10072,Please delete my account and all personal data under GDPR/CCPA.,account_management,0.95,Request to delete account and personal data,True,,account_management,True
TKT-10053,I want to transfer my purchase history to a new email address.,account_management,0.9,Request to transfer purchase history to a new email address,False,,account_management,False
TKT-10055,Can I switch from monthly to annual billing and get credit for the days left this month?,subscription_plan,0.95,Request to switch billing plan and get credit for remaining days,False,,subscription_plan,False
TKT-10181,My account was hacked and purchases were made without my consent. Need all charges reversed.,billing_refund,0.95,Request to reverse unauthorized charges due to account hacking,True,,billing_refund,True
TKT-10002,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.95,Request for refund due to broken stream and unauthorized charge,False,We're looking into the PPV event issue and our billing team will review the stream status and your payment details next.,billing_refund,False
TKT-10100,My payment keeps failing but you still managed to charge my card twice. Please look into this.,billing_refund,0.9,Request to investigate and refund duplicate charges,True,,billing_refund,True
TKT-10110,Wobble World is showing as 'Expiring Soon' but the description says it's a permanent purchase.,content_access,0.9,Discrepancy between content expiration status and description,True,,content_access,True
TKT-10152,My bank flagged your charge as suspicious and now my card is blocked. Please help.,billing_refund,0.85,"Charge flagged as suspicious by bank, requesting assistance",False,We'll verify the charge with our billing team and provide a confirmation to share with your bank to help resolve the block.,billing_refund,False
TKT-10116,I transferred to a new phone and can't log in — it says 'too many devices'.,account_management,0.9,Login issue after transferring to a new device,True,,account_management,True
TKT-10051,You charged me after I deleted the app. How is that even possible?,billing_refund,0.95,Unauthorized charge after deleting the app,False,We'll look into why you were charged after uninstalling. Our billing team will review your account status and subscription details next.,billing_refund,False
TKT-10158,Please bring back the old home screen layout. The new one is harder to navigate.,general_feedback,0.9,User is providing feedback on the new home screen layout,False,,general_feedback,False
TKT-10189,The family plan was supposed to cover 5 members but I got charged per-user fees.,subscription_plan,0.95,User is inquiring about the family plan and per-user fees,False,,billing_refund,False
TKT-10008,I was billed for a PPV event I never watched. The stream was broken. I want a refund.,billing_refund,0.98,User is requesting a refund for a PPV event they never watched,True,,billing_refund,True
TKT-10102,Content I bookmarked has a broken thumbnail and won't play.,content_access,0.92,User is having issues accessing bookmarked content,False,"We're checking the thumbnail and playback issue for your bookmarked content, and our tech team will verify the video file integrity next.",content_access,False
TKT-10111,The player controls disappear and won't come back — I can't pause or seek.,technical_bug,0.96,User is experiencing a technical issue with the player controls,False,,technical_bug,False
TKT-10169,I purchased Wobble World Season 2 but only Season 1 shows up in My Library.,content_access,0.94,User is having issues accessing purchased content,False,"We're checking your account access to ensure you have the right entitlements for Wobble World Season 2, and our team will verify the purchase details now.",content_access,False
TKT-10164,I was incorrectly suspended. I have not violated any terms of service.,account_management,0.93,User is disputing an incorrect suspension,True,,account_management,True
TKT-10199,The 'Continue Watching' row shows content I've never seen and hides what I actually watch.,content_access,0.91,User is having issues with the 'Continue Watching' row,False,We're looking into why the 'Continue Watching' row is showing incorrect content on your account and will check your viewing history to get it updated.,content_access,False
TKT-10048,I bought a gift card and applied it but premium content is still locked for me.,billing_refund,0.89,User is having issues with a gift card and premium content access,False,We'll verify the gift card balance and its application to your account to ensure premium access is unlocked for you.,content_access,False
TKT-10162,Can I switch from monthly to annual billing and get credit for the days left this month?,subscription_plan,0.97,User is inquiring about switching to annual billing and getting credit,False,,subscription_plan,False
